symbol,min_rate,min_exchange,min_funding_time,max_rate,max_exchange,max_funding_time,funding_diff_metric,metric_reason
CVC/USDT,-0.01149893,bybit,2025-11-13 00:00:00+00:00,-0.005978,bitget,2025-11-12 20:00:00+00:00,0.005978,A_in_next→use_rate_a
PARTI/USDT,-0.02,htx,2025-11-12 20:00:00+00:00,-0.014543,bitget,2025-11-12 20:00:00+00:00,0.005457,same_time→spread
MELANIA/USDT,-0.007180775460808016,htx,2025-11-12 20:00:00+00:00,-0.004909,bitget,2025-11-12 20:00:00+00:00,0.002271775460808016,same_time→spread
GLM/USDT,-0.00328892,bybit,2025-11-12 20:00:00+00:00,-0.001707,bitget,2025-11-12 20:00:00+00:00,0.00158192,same_time→spread
NMR/USDT,-0.0014918917308346,okx,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0015418917308346,same_time→spread
BABY/USDT,-0.0014369019931677,okx,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0014869019931676999,same_time→spread
LA/USDT,-0.0011188771220194,okx,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0011688771220193998,same_time→spread
DOOD/USDT,-0.0017897113191514,okx,2025-11-12 20:00:00+00:00,-0.000625,bitget,2025-11-12 20:00:00+00:00,0.0011647113191513999,same_time→spread
BIO/USDT,-0.0014516355195364,okx,2025-11-12 20:00:00+00:00,-0.000288,bitget,2025-11-12 20:00:00+00:00,0.0011636355195364,same_time→spread
TURTLE/USDT,-0.0010125957813544,okx,2025-11-12 20:00:00+00:00,5e-05,bitget,2025-11-12 20:00:00+00:00,0.0010625957813544,same_time→spread
DOLO/USDT,-0.00095225,bybit,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0010022499999999999,same_time→spread
ARC/USDT,5e-05,bitget,2025-11-12 20:00:00+00:00,0.00101364,bybit,2025-11-12 20:00:00+00:00,0.0009636399999999999,same_time→spread
POPCAT/USDT,-0.00090151,bybit,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.00095151,same_time→spread
ONG/USDT,-0.00089969,bybit,2025-11-12 20:00:00+00:00,5e-05,bitget,2025-11-12 20:00:00+00:00,0.00094969,same_time→spread
SNT/USDT,-0.00121861,bybit,2025-11-12 20:00:00+00:00,-0.000279,bitget,2025-11-12 20:00:00+00:00,0.00093961,same_time→spread
SOON/USDT,-0.001806090347705769,htx,2025-11-12 20:00:00+00:00,-0.00087681,bybit,2025-11-12 20:00:00+00:00,0.0009292803477057689,same_time→spread
TA/USDT,5e-05,bybit,2025-11-12 20:00:00+00:00,0.000860441750030463,htx,2025-11-12 20:00:00+00:00,0.0008104417500304629,same_time→spread
WLFI/USDT,-0.0014726114331451,okx,2025-11-12 20:00:00+00:00,-0.000699653339151074,htx,2025-11-12 20:00:00+00:00,0.000772958093994026,same_time→spread
POLYX/USDT,-0.00125164,bybit,2025-11-12 20:00:00+00:00,-0.000493,bitget,2025-11-12 20:00:00+00:00,0.0007586400000000001,same_time→spread
KERNEL/USDT,-0.00407111,bybit,2025-11-12 20:00:00+00:00,-0.003329725119945876,htx,2025-11-12 20:00:00+00:00,0.0007413848800541241,same_time→spread
F/USDT,-0.0007179325121874,okx,2025-11-12 20:00:00+00:00,1.25e-05,bybit,2025-11-12 20:00:00+00:00,0.0007304325121874001,same_time→spread
OM/USDT,-0.0007258218179898,okx,2025-11-12 20:00:00+00:00,0.0001,htx,2025-11-13 00:00:00+00:00,0.0007258218179898,B_in_next→use_rate_b
ZORA/USDT,-0.0007290470768003,okx,2025-11-12 20:00:00+00:00,-3.9869431802164e-05,htx,2025-11-12 20:00:00+00:00,0.000689177644998136,same_time→spread
CC/USDT,-0.0006378,bybit,2025-11-12 20:00:00+00:00,4.265081845195e-05,htx,2025-11-12 20:00:00+00:00,0.00068045081845195,same_time→spread
COAI/USDT,1.3e-05,bitget,2025-11-12 20:00:00+00:00,0.0006677841502739,okx,2025-11-12 20:00:00+00:00,0.0006547841502739,same_time→spread
ONT/USDT,-0.000908,bitget,2025-11-13 00:00:00+00:00,-0.0006263680519553,okx,2025-11-12 20:00:00+00:00,0.0006263680519553,B_in_next→use_rate_b
TAC/USDT,5e-05,bybit,2025-11-12 20:00:00+00:00,0.000662,bitget,2025-11-12 20:00:00+00:00,0.000612,same_time→spread
GPS/USDT,-0.000556,bitget,2025-11-12 20:00:00+00:00,4.17174936597e-05,okx,2025-11-12 20:00:00+00:00,0.0005977174936596999,same_time→spread
MOODENG/USDT,-0.001317202418096664,htx,2025-11-12 20:00:00+00:00,-0.000726,bitget,2025-11-12 20:00:00+00:00,0.000591202418096664,same_time→spread
ENA/USDT,-0.0005669912231005,okx,2025-11-12 20:00:00+00:00,1.715045676052e-06,htx,2025-11-12 20:00:00+00:00,0.000568706268776552,same_time→spread
YGG/USDT,-0.0004870960546924,okx,2025-11-12 20:00:00+00:00,5e-05,bybit,2025-11-12 20:00:00+00:00,0.0005370960546924,same_time→spread
LSK/USDT,-0.00085,bitget,2025-11-12 20:00:00+00:00,-0.00031765,bybit,2025-11-12 20:00:00+00:00,0.00053235,same_time→spread
BERA/USDT,-0.000628,bitget,2025-11-12 20:00:00+00:00,-9.991e-05,bybit,2025-11-12 20:00:00+00:00,0.0005280899999999999,same_time→spread
SONIC/USDT,-0.0011381731173516,okx,2025-11-12 20:00:00+00:00,-0.00061464,bybit,2025-11-12 20:00:00+00:00,0.0005235331173516,same_time→spread
IO/USDT,-0.000469,bitget,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.000519,same_time→spread
AVL/USDT,-0.000592,bitget,2025-11-12 20:00:00+00:00,-7.367e-05,bybit,2025-11-12 20:00:00+00:00,0.00051833,same_time→spread
MERL/USDT,-0.00045,bitget,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0005,same_time→spread
MEME/USDT,-0.0004366084193243,okx,2025-11-12 20:00:00+00:00,5e-05,bitget,2025-11-12 20:00:00+00:00,0.00048660841932430003,same_time→spread
XAN/USDT,-0.0004208,bybit,2025-11-12 20:00:00+00:00,4.97119799903e-05,okx,2025-11-12 20:00:00+00:00,0.00047051197999029996,same_time→spread
RESOLV/USDT,-0.000376,bitget,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.000426,same_time→spread
OPEN/USDT,-0.00035743,bybit,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.00040743,same_time→spread
TREE/USDT,-0.000394,bitget,2025-11-12 20:00:00+00:00,1.25e-05,bybit,2025-11-12 20:00:00+00:00,0.00040649999999999996,same_time→spread
WAL/USDT,-0.0005676379987228,okx,2025-11-12 20:00:00+00:00,-0.00016179,bybit,2025-11-12 20:00:00+00:00,0.00040584799872279997,same_time→spread
PI/USDT,-0.000352,bitget,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.000402,same_time→spread
STEEM/USDT,-0.00034376,bybit,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.00039376,same_time→spread
KAITO/USDT,-0.000329411515748,okx,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.00037941151574800004,same_time→spread
QUICK/USDT,-0.00032262,bybit,2025-11-12 20:00:00+00:00,5e-05,bitget,2025-11-12 20:00:00+00:00,0.00037262000000000005,same_time→spread
ZKC/USDT,-0.000312,bitget,2025-11-12 20:00:00+00:00,5e-05,bybit,2025-11-12 20:00:00+00:00,0.000362,same_time→spread
TAO/USDT,-0.0003097068463362,okx,2025-11-12 20:00:00+00:00,5e-05,bitget,2025-11-12 20:00:00+00:00,0.0003597068463362,same_time→spread
PTB/USDT,5e-05,htx,2025-11-12 20:00:00+00:00,0.00040029,bybit,2025-11-12 20:00:00+00:00,0.00035028999999999995,same_time→spread
ASTER/USDT,-0.0002867,bybit,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0003367,same_time→spread
CVX/USDT,-0.000329,bitget,2025-11-12 20:00:00+00:00,-0.0001730304077923,okx,2025-11-13 00:00:00+00:00,0.000329,A_in_next→use_rate_a
ZETA/USDT,-0.0002760820202922,okx,2025-11-12 20:00:00+00:00,5e-05,bitget,2025-11-12 20:00:00+00:00,0.00032608202029220005,same_time→spread
ZEREBRO/USDT,0.0001,htx,2025-11-13 00:00:00+00:00,0.000323,bitget,2025-11-12 20:00:00+00:00,0.000323,A_in_next→use_rate_a
AVNT/USDT,-0.0002639956866517,okx,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.00031399568665170004,same_time→spread
NEWT/USDT,-0.000253,bitget,2025-11-12 20:00:00+00:00,5e-05,okx,2025-11-12 20:00:00+00:00,0.00030300000000000005,same_time→spread
TUT/USDT,-4.7e-05,bitget,2025-11-12 20:00:00+00:00,0.00025159,bybit,2025-11-12 20:00:00+00:00,0.00029859,same_time→spread
HAEDAL/USDT,-0.000245,bitget,2025-11-12 20:00:00+00:00,5e-05,bybit,2025-11-12 20:00:00+00:00,0.000295,same_time→spread
ATH/USDT,-0.00029173,bybit,2025-11-12 20:00:00+00:00,0.0001,htx,2025-11-13 00:00:00+00:00,0.00029173,A_in_next→use_rate_a
LINEA/USDT,-0.00024034,bybit,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.00029034,same_time→spread
JUP/USDT,-0.00024028,bybit,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.00029028,same_time→spread
CAKE/USDT,-0.00028274,bybit,2025-11-12 20:00:00+00:00,0.0001,htx,2025-11-13 00:00:00+00:00,0.00028274,A_in_next→use_rate_a
RVN/USDT,-0.00027,bitget,2025-11-12 20:00:00+00:00,1.25e-05,bybit,2025-11-12 20:00:00+00:00,0.0002825,same_time→spread
ES/USDT,-0.00023045,bybit,2025-11-12 20:00:00+00:00,5e-05,bitget,2025-11-12 20:00:00+00:00,0.00028045,same_time→spread
BLESS/USDT,5e-05,bitget,2025-11-12 20:00:00+00:00,0.000329589028428225,htx,2025-11-12 20:00:00+00:00,0.00027958902842822495,same_time→spread
TURBO/USDT,-0.000279,bitget,2025-11-12 20:00:00+00:00,0.0001,htx,2025-11-13 00:00:00+00:00,0.000279,A_in_next→use_rate_a
MAGIC/USDT,-0.000457445012461387,htx,2025-11-12 20:00:00+00:00,-0.00017873,bybit,2025-11-12 20:00:00+00:00,0.00027871501246138703,same_time→spread
TOSHI/USDT,-0.000226,bitget,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.000276,same_time→spread
ESPORTS/USDT,-7e-05,bitget,2025-11-12 20:00:00+00:00,0.00019402,bybit,2025-11-12 20:00:00+00:00,0.00026402,same_time→spread
VANA/USDT,-0.000235594158896,okx,2025-11-12 20:00:00+00:00,2.5e-05,bybit,2025-11-12 20:00:00+00:00,0.000260594158896,same_time→spread
PHA/USDT,-0.000205,bitget,2025-11-12 20:00:00+00:00,5e-05,bybit,2025-11-12 20:00:00+00:00,0.000255,same_time→spread
XAI/USDT,-0.0002049,bybit,2025-11-12 20:00:00+00:00,5e-05,bitget,2025-11-12 20:00:00+00:00,0.0002549,same_time→spread
