symbol,min_rate,min_exchange,min_funding_time,max_rate,max_exchange,max_funding_time,funding_diff_metric,metric_reason
ERA/USDT,-0.00785,bitget,2025-11-05 16:00:00+00:00,-0.00052856,bybit,2025-11-05 16:00:00+00:00,0.007321439999999999,same_time→spread
SIGN/USDT,-0.0049963350687141,okx,2025-11-05 16:00:00+00:00,5e-05,htx,2025-10-30 08:00:00+00:00,0.0049963350687141,B_in_next→use_rate_b
AI16Z/USDT,-0.00304648,bybit,2025-11-05 16:00:00+00:00,0.0001,htx,2025-11-05 16:00:00+00:00,0.0031464799999999997,same_time→spread
RAD/USDT,-0.003334,bitget,2025-11-05 16:00:00+00:00,-0.00069864,bybit,2025-11-05 16:00:00+00:00,0.0026353600000000002,same_time→spread
SWARMS/USDT,5e-05,bitget,2025-11-05 16:00:00+00:00,0.00191734,bybit,2025-11-05 16:00:00+00:00,0.00186734,same_time→spread
AEVO,-0.0010338,bybit,2025-11-05 16:00:00+00:00,0.000742,kucoin_futures,2025-11-05 16:00:00+00:00,0.0017758000000000001,same_time→spread
ZENT/USDT,-0.00164073,bybit,2025-11-05 16:00:00+00:00,5e-05,okx,2025-11-05 16:00:00+00:00,0.0016907299999999999,same_time→spread
HMSTR/USDT,-0.0015383,bybit,2025-11-05 16:00:00+00:00,5e-05,htx,2025-11-05 16:00:00+00:00,0.0015883,same_time→spread
RESOLV/USDT,-0.001665,bitget,2025-11-05 16:00:00+00:00,-0.000238124857072287,htx,2025-11-05 16:00:00+00:00,0.001426875142927713,same_time→spread
NMR/USDT,-0.0012132242347618,okx,2025-11-05 16:00:00+00:00,-3.273826102503e-06,htx,2025-11-05 16:00:00+00:00,0.001209950408659297,same_time→spread
TREE/USDT,-0.001437,bitget,2025-11-05 16:00:00+00:00,-0.000243898810519406,htx,2025-11-05 16:00:00+00:00,0.001193101189480594,same_time→spread
UB/USDT,5e-05,bitget,2025-11-05 16:00:00+00:00,0.00113317,bybit,2025-11-05 16:00:00+00:00,0.00108317,same_time→spread
LPT/USDT,-0.0009925538635401,okx,2025-11-05 16:00:00+00:00,5e-05,htx,2025-11-05 16:00:00+00:00,0.0010425538635401,same_time→spread
HIPPO/USDT,0.00050686,bybit,2025-11-05 16:00:00+00:00,0.001505,bitget,2025-11-05 16:00:00+00:00,0.00099814,same_time→spread
LYN/USDT,0.00028255,bybit,2025-11-05 16:00:00+00:00,0.00125,bitget,2025-11-05 16:00:00+00:00,0.00096745,same_time→spread
NEWT/USDT,-0.000914,bitget,2025-11-05 16:00:00+00:00,1.25e-05,bybit,2025-11-05 16:00:00+00:00,0.0009265,same_time→spread
PIPPIN/USDT,5e-05,bybit,2025-11-05 16:00:00+00:00,0.00096364027529393,htx,2025-11-05 16:00:00+00:00,0.00091364027529393,same_time→spread
H/USDT,-0.00084735,bybit,2025-11-05 16:00:00+00:00,5e-05,htx,2025-11-05 16:00:00+00:00,0.00089735,same_time→spread
LINK/USD,-0.001016,bitget,2025-11-05 16:00:00+00:00,-0.0001229064223675,okx,2025-11-05 16:00:00+00:00,0.0008930935776325,same_time→spread
KERNEL/USDT,-0.000823,bitget,2025-11-05 16:00:00+00:00,5e-05,htx,2025-11-05 16:00:00+00:00,0.000873,same_time→spread
BID/USDT,0.000341,bitget,2025-11-05 16:00:00+00:00,0.001213286451443103,htx,2025-11-05 16:00:00+00:00,0.0008722864514431031,same_time→spread
GIGGLE/USDT,-0.000797,bitget,2025-11-05 16:00:00+00:00,5e-05,htx,2025-11-05 16:00:00+00:00,0.000847,same_time→spread
M/USDT,8.38e-05,bybit,2025-11-05 16:00:00+00:00,0.000926,bitget,2025-11-05 16:00:00+00:00,0.0008422,same_time→spread
ZK/USDT,-0.00071267,bybit,2025-11-05 16:00:00+00:00,0.0001,htx,2025-11-05 16:00:00+00:00,0.00081267,same_time→spread
