symbol,min_rate,min_exchange,min_funding_time,max_rate,max_exchange,max_funding_time,funding_diff_metric,metric_reason
WCT/USDT,-0.015,okx,2025-11-16 12:00:00+00:00,-0.00523293,bybit,2025-11-16 12:00:00+00:00,0.00976707,same_time→spread
DASH/USDT,-0.016487,bitget,2025-11-16 16:00:00+00:00,-0.0081985783882213,okx,2025-11-16 12:00:00+00:00,0.0081985783882213,B_in_next→use_rate_b
RESOLV/USDT,-0.008006,bitget,2025-11-16 12:00:00+00:00,-0.0012538828081864,okx,2025-11-16 12:00:00+00:00,0.006752117191813599,same_time→spread
SOON/USDT,-0.015,bybit,2025-11-16 12:00:00+00:00,-0.0099891391461586,okx,2025-11-16 12:00:00+00:00,0.005010860853841399,same_time→spread
LA/USDT,-0.000562,bitget,2025-11-16 12:00:00+00:00,0.0005615577807505,okx,2025-11-16 12:00:00+00:00,0.0011235577807505001,same_time→spread
PIEVERSE/USDT,-0.0007545593716853,okx,2025-11-16 12:00:00+00:00,5e-05,bybit,2025-11-16 12:00:00+00:00,0.0008045593716853,same_time→spread
ZORA/USDT,-0.001744,bitget,2025-11-16 12:00:00+00:00,-0.0010630456336008,okx,2025-11-16 12:00:00+00:00,0.0006809543663992002,same_time→spread
AVNT/USDT,-0.0028748042168764,okx,2025-11-16 12:00:00+00:00,-0.00233692,bybit,2025-11-16 12:00:00+00:00,0.0005378842168763998,same_time→spread
PIGGY/USDT,0.0003797762307552,okx,2025-11-16 12:00:00+00:00,0.00089463,bybit,2025-11-16 12:00:00+00:00,0.0005148537692448,same_time→spread
STRK/USDT,-0.00072371,bybit,2025-11-16 12:00:00+00:00,-0.000215,bitget,2025-11-16 12:00:00+00:00,0.00050871,same_time→spread
ZEC/USDT,-0.0004611927266287,okx,2025-11-16 12:00:00+00:00,0.0001,bybit,2025-11-16 16:00:00+00:00,0.0004611927266287,B_in_next→use_rate_b
ZEREBRO/USDT,5e-05,bybit,2025-11-16 12:00:00+00:00,0.000463,bitget,2025-11-16 12:00:00+00:00,0.00041299999999999996,same_time→spread
0G/USDT,-0.00080028,bybit,2025-11-16 12:00:00+00:00,-0.00044,bitget,2025-11-16 12:00:00+00:00,0.00036028,same_time→spread
COAI/USDT,1.1e-05,bitget,2025-11-16 12:00:00+00:00,0.00035872,bybit,2025-11-16 12:00:00+00:00,0.00034772,same_time→spread
API3/USDT,-0.0002662177978535,okx,2025-11-16 12:00:00+00:00,1.25e-05,bybit,2025-11-16 12:00:00+00:00,0.0002787177978535,same_time→spread
USELESS/USDT,5e-05,okx,2025-11-16 12:00:00+00:00,0.00032841,bybit,2025-11-16 12:00:00+00:00,0.00027841,same_time→spread
AIA/USDT,0.000129,bitget,2025-11-16 12:00:00+00:00,0.00037911,bybit,2025-11-16 12:00:00+00:00,0.00025011,same_time→spread
XPL/USDT,-0.0001957337920673,okx,2025-11-16 12:00:00+00:00,1.996e-05,bybit,2025-11-16 12:00:00+00:00,0.0002156937920673,same_time→spread
PLUME/USDT,-0.0001575143315545,okx,2025-11-16 12:00:00+00:00,5e-05,bybit,2025-11-16 12:00:00+00:00,0.0002075143315545,same_time→spread
ZEN/USDT,-0.0001756077126737,okx,2025-11-16 12:00:00+00:00,0.0001,bitget,2025-11-16 16:00:00+00:00,0.0001756077126737,B_in_next→use_rate_b
ENA/USDT,-0.00010807,bybit,2025-11-16 12:00:00+00:00,5e-05,bitget,2025-11-16 12:00:00+00:00,0.00015807,same_time→spread
ESPORTS/USDT,-0.00010459,bybit,2025-11-16 12:00:00+00:00,5e-05,bitget,2025-11-16 12:00:00+00:00,0.00015459,same_time→spread
MMT/USDT,-0.00037924,bybit,2025-11-16 12:00:00+00:00,-0.0002265318856751,okx,2025-11-16 12:00:00+00:00,0.00015270811432489999,same_time→spread
VIRTUAL/USDT,-6.41824015684e-05,okx,2025-11-16 12:00:00+00:00,5e-05,bitget,2025-11-16 12:00:00+00:00,0.0001141824015684,same_time→spread
ETHFI/USDT,-6.31575022726e-05,okx,2025-11-16 12:00:00+00:00,5e-05,bybit,2025-11-16 12:00:00+00:00,0.00011315750227259999,same_time→spread
TON/USDT,-0.0001305,bybit,2025-11-16 12:00:00+00:00,-2.86643669199e-05,okx,2025-11-16 12:00:00+00:00,0.0001018356330801,same_time→spread
TRUMP/USDT,-4.35837611066e-05,okx,2025-11-16 12:00:00+00:00,5e-05,bitget,2025-11-16 12:00:00+00:00,9.35837611066e-05,same_time→spread
TAO/USDT,-3.3e-05,bitget,2025-11-16 12:00:00+00:00,5e-05,bybit,2025-11-16 12:00:00+00:00,8.300000000000001e-05,same_time→spread
GIGGLE/USDT,-2.654e-05,bybit,2025-11-16 12:00:00+00:00,5e-05,okx,2025-11-16 12:00:00+00:00,7.654e-05,same_time→spread
ZK/USDT,-9.388e-05,bybit,2025-11-16 12:00:00+00:00,-1.96881146888e-05,okx,2025-11-16 12:00:00+00:00,7.419188531120001e-05,same_time→spread
EIGEN/USDT,-3.37780487117e-05,okx,2025-11-16 12:00:00+00:00,3.827e-05,bybit,2025-11-16 12:00:00+00:00,7.20480487117e-05,same_time→spread
KITE/USDT,-0.00017795,bybit,2025-11-16 12:00:00+00:00,-0.0001060523565797,okx,2025-11-16 12:00:00+00:00,7.189764342029998e-05,same_time→spread
WLFI/USDT,-5.5e-05,bitget,2025-11-16 12:00:00+00:00,9.5834739956e-06,okx,2025-11-16 12:00:00+00:00,6.45834739956e-05,same_time→spread
XAUT/USDT,-3.21e-06,bybit,2025-11-16 12:00:00+00:00,5e-05,bitget,2025-11-16 12:00:00+00:00,5.321e-05,same_time→spread
EVAA/USDT,0.000593,bitget,2025-11-16 12:00:00+00:00,0.0006462,bybit,2025-11-16 12:00:00+00:00,5.319999999999999e-05,same_time→spread
SEI/USDT,5e-05,okx,2025-11-16 12:00:00+00:00,0.0001,bitget,2025-11-16 16:00:00+00:00,5e-05,B_in_next→use_rate_b
HYPE/USDT,-6.76e-06,bybit,2025-11-16 16:00:00+00:00,5e-05,bitget,2025-11-16 12:00:00+00:00,5e-05,A_in_next→use_rate_a
TIA/USDT,7.4766757681e-06,okx,2025-11-16 12:00:00+00:00,5e-05,bybit,2025-11-16 12:00:00+00:00,4.25233242319e-05,same_time→spread
RIVER/USDT,1.25e-05,bybit,2025-11-16 12:00:00+00:00,5e-05,bitget,2025-11-16 12:00:00+00:00,3.7500000000000003e-05,same_time→spread
IP/USDT,-2.3562568271e-05,okx,2025-11-16 12:00:00+00:00,1.25e-05,bybit,2025-11-16 12:00:00+00:00,3.6062568271e-05,same_time→spread
WIF/USDT,1.775e-05,bybit,2025-11-16 12:00:00+00:00,5e-05,bitget,2025-11-16 12:00:00+00:00,3.225e-05,same_time→spread
LSK/USDT,-0.000367,bitget,2025-11-16 12:00:00+00:00,-0.00033678,bybit,2025-11-16 12:00:00+00:00,3.0219999999999965e-05,same_time→spread
ASTER/USDT,2.8e-05,bitget,2025-11-16 12:00:00+00:00,5e-05,bybit,2025-11-16 12:00:00+00:00,2.2000000000000003e-05,same_time→spread
ALLO/USDT,3.37494751258e-05,okx,2025-11-16 12:00:00+00:00,5e-05,bybit,2025-11-16 12:00:00+00:00,1.62505248742e-05,same_time→spread
MUBARAK/USDT,5e-05,bitget,2025-11-16 12:00:00+00:00,6.241e-05,bybit,2025-11-16 12:00:00+00:00,1.2409999999999991e-05,same_time→spread
ONDO/USDT,4.3995246519e-06,okx,2025-11-16 12:00:00+00:00,1.2e-05,bitget,2025-11-16 12:00:00+00:00,7.6004753481e-06,same_time→spread
AERO/USDT,4.342e-05,bybit,2025-11-16 12:00:00+00:00,5e-05,okx,2025-11-16 12:00:00+00:00,6.580000000000001e-06,same_time→spread
PENGU/USDT,4.48257608384e-05,okx,2025-11-16 12:00:00+00:00,5e-05,bitget,2025-11-16 12:00:00+00:00,5.174239161600004e-06,same_time→spread
