timestamp_utc,exchange,symbol,symbol_n,funding_rate,next_funding_rate,next_funding_time,funding_time,raw_note
2025-11-02 11:46:15+0000,bitget,$DEGENUSDT_UMCBL,DEGEN/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,0GUSDT_UMCBL,0G/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,1000000MOGUSDT_UMCBL,1000000MOG/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,10000ELONUSDT_UMCBL,10000ELON/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,1000BONKUSDT_UMCBL,1000BONK/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,1000CATUSDT_UMCBL,1000CAT/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,1000RATSUSDT_UMCBL,1000RATS/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,1000XECUSDT_UMCBL,1000XEC/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,1INCHUSDT_UMCBL,1INCH/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,2ZUSDT_UMCBL,2Z/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,4USDT_UMCBL,4/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,A2ZUSDT_UMCBL,A2Z/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,AAVEUSDT_UMCBL,AAVE/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,AAVEUSD_DMCBL,AAVE/USD,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,ACEUSDT_UMCBL,ACE/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,ACHUSDT_UMCBL,ACH/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,ACTUSDT_UMCBL,ACT/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,ACXUSDT_UMCBL,ACX/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,ADAUSDT_UMCBL,ADA/USDT,,,,,bitget_fail: 
2025-11-02 11:46:15+0000,bitget,ADAUSD_DMCBL,ADA/USD,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AERGOUSDT_UMCBL,AERGO/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AEROUSDT_UMCBL,AERO/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AEVOUSDT_UMCBL,AEVO/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AGIUSDT_UMCBL,AGI/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AGLDUSDT_UMCBL,AGLD/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AI16ZUSDT_UMCBL,AI16Z/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AIAUSDT_UMCBL,AIA/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AINUSDT_UMCBL,AIN/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AIOUSDT_UMCBL,AIO/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AIOZUSDT_UMCBL,AIOZ/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AIUSDT_UMCBL,AI/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AIXBTUSDT_UMCBL,AIXBT/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AKTUSDT_UMCBL,AKT/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,ALCHUSDT_UMCBL,ALCH/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,ALGOUSDT_UMCBL,ALGO/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,ALICEUSDT_UMCBL,ALICE/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,ALPINEUSDT_UMCBL,ALPINE/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,ALTUSDT_UMCBL,ALT/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,AMPUSDT_UMCBL,AMP/USDT,,,,,bitget_fail: 
2025-11-02 11:47:04+0000,bitget,ANIMEUSDT_UMCBL,ANIME/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ANKRUSDT_UMCBL,ANKR/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,APEUSDT_UMCBL,APE/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,API3USDT_UMCBL,API3/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,APPSTOCKUSDT_UMCBL,APPSTOCK/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,APRUSDT_UMCBL,APR/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,APTUSDT_UMCBL,APT/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,APTUSD_DMCBL,APT/USD,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ARBUSDT_UMCBL,ARB/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ARCUSDT_UMCBL,ARC/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ARIAUSDT_UMCBL,ARIA/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ARKMUSDT_UMCBL,ARKM/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ARKUSDT_UMCBL,ARK/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ARPAUSDT_UMCBL,ARPA/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ARUSDT_UMCBL,AR/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ASPUSDT_UMCBL,ASP/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ASRUSDT_UMCBL,ASR/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ASTERUSDT_UMCBL,ASTER/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ASTRUSDT_UMCBL,ASTR/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ATAUSDT_UMCBL,ATA/USDT,,,,,bitget_fail: 
2025-11-02 11:47:53+0000,bitget,ATHUSDT_UMCBL,ATH/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,ATOMUSDT_UMCBL,ATOM/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AUCTIONUSDT_UMCBL,AUCTION/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AUDIOUSDT_UMCBL,AUDIO/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AUSDT_UMCBL,A/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AVAAIUSDT_UMCBL,AVAAI/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AVAILUSDT_UMCBL,AVAIL/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AVAUSDT_UMCBL,AVA/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AVAXUSDT_UMCBL,AVAX/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AVAXUSD_DMCBL,AVAX/USD,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AVLUSDT_UMCBL,AVL/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AVNTUSDT_UMCBL,AVNT/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AWEUSDT_UMCBL,AWE/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AXLUSDT_UMCBL,AXL/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,AXSUSDT_UMCBL,AXS/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,B2USDT_UMCBL,B2/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,B3USDT_UMCBL,B3/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,BABYUSDT_UMCBL,BABY/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,BADGERUSDT_UMCBL,BADGER/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,BANANAS31USDT_UMCBL,BANANAS31/USDT,,,,,bitget_fail: 
2025-11-02 11:48:43+0000,bitget,BANANAUSDT_UMCBL,BANANA/USDT,,,,,bitget_fail: 
2025-11-02 11:49:32+0000,bitget,BANDUSDT_UMCBL,BAND/USDT,,,,,bitget_fail: 
2025-11-02 11:49:32+0000,bitget,BANKUSDT_UMCBL,BANK/USDT,,,,,bitget_fail: 
2025-11-02 11:49:32+0000,bitget,BANUSDT_UMCBL,BAN/USDT,,,,,bitget_fail: 
2025-11-02 11:49:32+0000,bitget,BARDUSDT_UMCBL,BARD/USDT,,,,,bitget_fail: 
2025-11-02 11:49:32+0000,bitget,BASUSDT_UMCBL,BAS/USDT,,,,,bitget_fail: 
