symbol,min_rate,min_exchange,min_funding_time,max_rate,max_exchange,max_funding_time,funding_diff_metric,metric_reason
CVC/USDT,-0.01159358,bybit,2025-11-13 00:00:00+00:00,-0.005958,bitget,2025-11-12 20:00:00+00:00,0.005958,A_in_next→use_rate_a
PARTI/USDT,-0.0087955605420655,okx,2025-11-12 20:00:00+00:00,-0.005797,bitget,2025-11-12 20:00:00+00:00,0.002998560542065499,same_time→spread
SOON/USDT,-0.002414915409462343,htx,2025-11-12 20:00:00+00:00,-0.0013548,bybit,2025-11-12 19:00:00+00:00,0.002414915409462343,B_in_next→use_rate_b
LA/USDT,-0.0016535803575715,okx,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0017035803575714999,same_time→spread
DOOD/USDT,-0.0016762289932965,okx,2025-11-12 20:00:00+00:00,-0.000501,bitget,2025-11-12 19:00:00+00:00,0.0016762289932965,B_in_next→use_rate_b
KERNEL/USDT,-0.006317798935826063,htx,2025-11-12 20:00:00+00:00,-0.004657,bitget,2025-11-12 20:00:00+00:00,0.0016607989358260631,same_time→spread
MELANIA/USDT,-0.006600188479375953,htx,2025-11-12 20:00:00+00:00,-0.005087,bitget,2025-11-12 20:00:00+00:00,0.0015131884793759525,same_time→spread
GLM/USDT,-0.00295068,bybit,2025-11-12 20:00:00+00:00,-0.00155,bitget,2025-11-12 20:00:00+00:00,0.0014006799999999999,same_time→spread
POPCAT/USDT,-0.0013311962812109,okx,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0013811962812109,same_time→spread
BIO/USDT,-0.0013759287327043,okx,2025-11-12 20:00:00+00:00,-0.000286,bitget,2025-11-12 19:00:00+00:00,0.0013759287327043,B_in_next→use_rate_b
NMR/USDT,-0.0012442459857835,okx,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0012942459857834998,same_time→spread
ARC/USDT,5e-05,bitget,2025-11-12 20:00:00+00:00,0.00125036,bybit,2025-11-12 20:00:00+00:00,0.0012003600000000001,same_time→spread
BABY/USDT,-0.0011242292747377,okx,2025-11-12 20:00:00+00:00,5e-05,htx,2025-11-12 20:00:00+00:00,0.0011742292747377,same_time→spread
TURTLE/USDT,-0.0009947210549276,okx,2025-11-12 20:00:00+00:00,5e-05,bitget,2025-11-12 20:00:00+00:00,0.0010447210549276,same_time→spread
