timestamp_utc,exchange,symbol,symbol_n,funding_rate,next_funding_rate,next_funding_time,funding_time,raw_note
2025-11-16 11:09:15+0000,bitget,0GUSDT_UMCBL,0G/USDT,-0.00046,,,2025-11-16 12:00:00+0000,symbol_used=0GUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,AAVEUSDT_UMCBL,AAVE/USDT,-5.7e-05,,,2025-11-16 16:00:00+0000,symbol_used=AAVEUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,ADAUSDT_UMCBL,ADA/USDT,8.3e-05,,,2025-11-16 16:00:00+0000,symbol_used=ADAUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,AIAUSDT_UMCBL,AIA/USDT,0.00017,,,2025-11-16 12:00:00+0000,symbol_used=AIAUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,ALCHUSDT_UMCBL,ALCH/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=ALCHUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,APTUSDT_UMCBL,APT/USDT,-0.000393,,,2025-11-16 16:00:00+0000,symbol_used=APTUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,ARBUSDT_UMCBL,ARB/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=ARBUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,ASTERUSDT_UMCBL,ASTER/USDT,2.3e-05,,,2025-11-16 12:00:00+0000,symbol_used=ASTERUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,AVAXUSDT_UMCBL,AVAX/USDT,6.7e-05,,,2025-11-16 16:00:00+0000,symbol_used=AVAXUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,BANKUSDT_UMCBL,BANK/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=BANKUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,BCHUSDT_UMCBL,BCH/USDT,4.1e-05,,,2025-11-16 16:00:00+0000,symbol_used=BCHUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,BEATUSDT_UMCBL,BEAT/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=BEATUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,BNBUSDT_UMCBL,BNB/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=BNBUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,BTCUSDT_UMCBL,BTC/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=BTCUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,BTCUSD_DMCBL,BTC/USD,5.3e-05,,,2025-11-16 16:00:00+0000,symbol_used=BTCUSD_DMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,COAIUSDT_UMCBL,COAI/USDT,-2.4e-05,,,2025-11-16 12:00:00+0000,symbol_used=COAIUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,CROSSUSDT_UMCBL,CROSS/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=CROSSUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,CRVUSDT_UMCBL,CRV/USDT,-4.8e-05,,,2025-11-16 16:00:00+0000,symbol_used=CRVUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,DASHUSDT_UMCBL,DASH/USDT,-0.016416,,,2025-11-16 16:00:00+0000,symbol_used=DASHUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,DOGEUSDT_UMCBL,DOGE/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=DOGEUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,DOTUSDT_UMCBL,DOT/USDT,-3.8e-05,,,2025-11-16 16:00:00+0000,symbol_used=DOTUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,ENAUSDT_UMCBL,ENA/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=ENAUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,ESPORTSUSDT_UMCBL,ESPORTS/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=ESPORTSUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,ETHUSDT_UMCBL,ETH/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=ETHUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,ETHUSD_DMCBL,ETH/USD,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=ETHUSD_DMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,EVAAUSDT_UMCBL,EVAA/USDT,0.000587,,,2025-11-16 12:00:00+0000,symbol_used=EVAAUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,FARTCOINUSDT_UMCBL,FARTCOIN/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=FARTCOINUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,FILUSDT_UMCBL,FIL/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=FILUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,HBARUSDT_UMCBL,HBAR/USDT,7e-06,,,2025-11-16 16:00:00+0000,symbol_used=HBARUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,HYPEUSDT_UMCBL,HYPE/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=HYPEUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,ICPUSDT_UMCBL,ICP/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=ICPUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,INJUSDT_UMCBL,INJ/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=INJUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,LAUSDT_UMCBL,LA/USDT,-0.000607,,,2025-11-16 12:00:00+0000,symbol_used=LAUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,LINKUSDT_UMCBL,LINK/USDT,-9.5e-05,,,2025-11-16 16:00:00+0000,symbol_used=LINKUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,LSKUSDT_UMCBL,LSK/USDT,-0.000281,,,2025-11-16 12:00:00+0000,symbol_used=LSKUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,LTCUSDT_UMCBL,LTC/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=LTCUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,MUBARAKUSDT_UMCBL,MUBARAK/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=MUBARAKUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,NEARUSDT_UMCBL,NEAR/USDT,-0.000137,,,2025-11-16 16:00:00+0000,symbol_used=NEARUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,ONDOUSDT_UMCBL,ONDO/USDT,1e-05,,,2025-11-16 12:00:00+0000,symbol_used=ONDOUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,OPUSDT_UMCBL,OP/USDT,3.2e-05,,,2025-11-16 16:00:00+0000,symbol_used=OPUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,PENGUUSDT_UMCBL,PENGU/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=PENGUUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
2025-11-16 11:09:15+0000,bitget,PEPEUSDT_UMCBL,PEPE/USDT,0.0001,,,2025-11-16 16:00:00+0000,symbol_used=PEPEUSDT_UMCBL; next_settle_time=2025-11-16 16:00:00+0000
2025-11-16 11:09:15+0000,bitget,PUMPFUNUSDT_UMCBL,PUMPFUN/USDT,5e-05,,,2025-11-16 12:00:00+0000,symbol_used=PUMPFUNUSDT_UMCBL; next_settle_time=2025-11-16 12:00:00+0000
