symbol,min_rate,min_exchange,min_funding_time,max_rate,max_exchange,max_funding_time,funding_diff_metric,metric_reason
LA/USDT,-0.02,bybit,2025-11-15 11:00:00+00:00,-0.015,okx,2025-11-15 12:00:00+00:00,0.02,A_in_next→use_rate_a
SOON/USDT,-0.00596044,bybit,2025-11-15 11:00:00+00:00,-0.0048789822890162,okx,2025-11-15 11:00:00+00:00,0.0010814577109837997,same_time→spread
MMT/USDT,-0.00046849,bybit,2025-11-15 11:00:00+00:00,-7.55714358102e-05,okx,2025-11-15 11:00:00+00:00,0.0003929185641898,same_time→spread
RESOLV/USDT,-0.001915,bitget,2025-11-15 12:00:00+00:00,-0.0003132007405067,okx,2025-11-15 11:00:00+00:00,0.0003132007405067,B_in_next→use_rate_b
AIA/USDT,0.00034438,bybit,2025-11-15 11:00:00+00:00,0.000654,bitget,2025-11-15 11:00:00+00:00,0.00030962,same_time→spread
LSK/USDT,-0.001018,bitget,2025-11-15 11:00:00+00:00,-0.00072544,bybit,2025-11-15 11:00:00+00:00,0.00029256,same_time→spread
IP/USDT,-0.001012,bitget,2025-11-15 12:00:00+00:00,-0.0002639,bybit,2025-11-15 11:00:00+00:00,0.0002639,B_in_next→use_rate_b
BIO/USDT,-0.0007772010219718,okx,2025-11-15 12:00:00+00:00,-0.00012131,bybit,2025-11-15 11:00:00+00:00,0.00012131,A_in_next→use_rate_a
MERL/USDT,-7.87957356947e-05,okx,2025-11-15 11:00:00+00:00,1.25e-05,bybit,2025-11-15 11:00:00+00:00,9.129573569470001e-05,same_time→spread
0G/USDT,-0.00025966,bybit,2025-11-15 11:00:00+00:00,-0.0001943250438937,okx,2025-11-15 11:00:00+00:00,6.533495610629999e-05,same_time→spread
HIPPO/USDT,1.3e-05,bitget,2025-11-15 11:00:00+00:00,5e-05,bybit,2025-11-15 12:00:00+00:00,1.3e-05,A_in_next→use_rate_a
COAI/USDT,1.3e-05,bitget,2025-11-15 11:00:00+00:00,7.63184667827e-05,okx,2025-11-15 12:00:00+00:00,1.3e-05,A_in_next→use_rate_a
KITE/USDT,1.25e-05,bybit,2025-11-15 11:00:00+00:00,5e-05,okx,2025-11-15 12:00:00+00:00,1.25e-05,A_in_next→use_rate_a
KAITO/USDT,1.25e-05,bybit,2025-11-15 11:00:00+00:00,4.82720303053e-05,okx,2025-11-15 12:00:00+00:00,1.25e-05,A_in_next→use_rate_a
H/USDT,1.25e-05,bybit,2025-11-15 11:00:00+00:00,5e-05,okx,2025-11-15 12:00:00+00:00,1.25e-05,A_in_next→use_rate_a
OM/USDT,-0.0003566417654222,okx,2025-11-15 12:00:00+00:00,1.25e-05,bybit,2025-11-15 11:00:00+00:00,1.25e-05,A_in_next→use_rate_a
PARTI/USDT,-0.000376,bitget,2025-11-15 12:00:00+00:00,1.25e-05,okx,2025-11-15 11:00:00+00:00,1.25e-05,B_in_next→use_rate_b
F/USDT,-0.0007898530323909,okx,2025-11-15 12:00:00+00:00,1.25e-05,bybit,2025-11-15 11:00:00+00:00,1.25e-05,A_in_next→use_rate_a
TURTLE/USDT,1.25e-05,bybit,2025-11-15 11:00:00+00:00,5e-05,okx,2025-11-15 12:00:00+00:00,1.25e-05,A_in_next→use_rate_a
XTZ/USDT,-9.7859904272e-06,okx,2025-11-15 16:00:00+00:00,1.25e-05,bybit,2025-11-15 11:00:00+00:00,1.25e-05,A_in_next→use_rate_a
