symbol,min_rate,min_exchange,min_funding_time,max_rate,max_exchange,max_funding_time,funding_diff_metric,metric_reason
MINA/USDT,-0.015,bitget,2025-11-02 16:00:00+00:00,-0.0128160974159845,okx,2025-11-02 12:00:00+00:00,0.0128160974159845,B_in_next→use_rate_b
LPT/USDT,-0.0124376042682137,okx,2025-11-02 12:00:00+00:00,-0.00254127,bybit,2025-11-02 12:00:00+00:00,0.0098963342682137,same_time→spread
PRCL/USDT,-0.0048117117281577,okx,2025-11-02 12:00:00+00:00,-0.000756,bitget,2025-11-02 12:00:00+00:00,0.0040557117281577,same_time→spread
ESPORTS/USDT,0.00024098,bybit,2025-11-02 12:00:00+00:00,0.003956133528042086,htx,2025-11-02 12:00:00+00:00,0.0037151535280420863,same_time→spread
NMR/USDT,-0.003401297594343317,htx,2025-11-02 12:00:00+00:00,-0.00011652,bybit,2025-11-02 12:00:00+00:00,0.0032847775943433168,same_time→spread
Q/USDT,5e-05,bitget,2025-11-02 12:00:00+00:00,0.001958001465956141,htx,2025-11-02 12:00:00+00:00,0.001908001465956141,same_time→spread
ZK/USDT,-0.0016728551762244,okx,2025-11-02 12:00:00+00:00,5e-05,bitget,2025-11-02 12:00:00+00:00,0.0017228551762244,same_time→spread
ZEC/USDT,-0.0025313,bybit,2025-11-02 16:00:00+00:00,-0.001428,bitget,2025-11-02 12:00:00+00:00,0.001428,A_in_next→use_rate_a
SWARMS/USDT,5e-05,bitget,2025-11-02 12:00:00+00:00,0.00130767,bybit,2025-11-02 12:00:00+00:00,0.00125767,same_time→spread
ARIA/USDT,5e-05,bybit,2025-11-02 12:00:00+00:00,0.001214033858327424,htx,2025-11-02 12:00:00+00:00,0.0011640338583274242,same_time→spread
SCRT/USDT,-0.0011023,bybit,2025-11-02 12:00:00+00:00,5e-05,bitget,2025-11-02 12:00:00+00:00,0.0011523,same_time→spread
STEEM/USDT,-0.001055,bitget,2025-11-02 12:00:00+00:00,5e-05,htx,2025-11-02 12:00:00+00:00,0.0011049999999999999,same_time→spread
